customer_id,branch_id,month,is_treatment,is_post,treatment_post,month_num,month_index,CEMI,service_resolution_rate,auto_approval_rate,marketing_conversion_rate,wealth_adoption_rate,age,tenure_months,previous_campaigns,has_loan,has_credit_card,staff_count,prior_performance,digital_maturity,month_date,time_to_treatment,gender_F,gender_M,income_level_high,income_level_low,income_level_medium,AUM_level_high,AUM_level_low,AUM_level_medium,branch_size_large,branch_size_medium,branch_size_small,location_type_rural,location_type_suburban,location_type_urban,propensity_score
C000006,Branch_20,2023-02,1,0,0,637,11,49.253463482627225,65.72110917468291,61.70726711200679,70.17089070905584,67.00825761580737,51,36,5,0,1,25,57.58335242990666,63.595496695037696,2023-02-01,-1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0.7639159530006733
C000007,Branch_32,2022-03,1,0,0,626,0,52.041756366391375,75.27613659280314,61.271392190234494,59.03233739426123,67.1764827155525,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-03-01,-13,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-04,1,0,0,627,1,53.36612081911663,68.79170634661929,64.99877997137119,64.86092370849543,64.20355761366892,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-04-01,-12,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-05,1,0,0,628,2,52.66098473967834,68.60753134927084,59.6392121618926,68.51371062501396,65.77378002351317,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-05-01,-11,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-06,1,0,0,629,3,51.38354395865817,62.238189977064046,62.04928696183915,61.88097568400198,72.72055080150963,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-06-01,-10,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-07,1,0,0,630,4,50.576381772192015,61.4981357090508,66.32921659101086,67.02675558533494,66.67820122331676,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-07-01,-9,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-08,1,0,0,631,5,48.62268599981346,64.50887431928466,62.24030680381275,67.36174286092032,63.23001979395139,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-08-01,-8,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-09,1,0,0,632,6,49.725912192873736,73.22618280855592,73.30602631128365,55.80479642850465,63.49721474286307,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-09-01,-7,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-10,1,0,0,633,7,45.49229328475318,65.61323775631743,61.29721558498967,62.82811271730872,63.737913534895085,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-10-01,-6,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-11,1,0,0,634,8,51.32880359575518,58.60565653807878,67.44337285830561,66.91339345962722,61.48569173797563,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-11-01,-4,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2022-12,1,0,0,635,9,48.81981424902333,62.70098927632016,55.50683485861124,57.47041572522752,65.9141398645584,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2022-12-01,-3,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2023-01,1,0,0,636,10,52.5353584039236,63.496425592562,60.81764602594008,67.21448541562549,69.09145804276619,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2023-01-01,-2,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000007,Branch_32,2023-02,1,0,0,637,11,52.33068496572679,62.87398860960334,69.99873409060339,61.94299885686023,71.17410389356323,32,51,1,0,0,32,67.63983973964059,31.81346905215618,2023-02-01,-1,False,True,True,False,False,False,True,False,False,True,False,False,True,False,0.40856946682076245
C000008,Branch_24,2022-03,1,0,0,626,0,49.689754240043726,72.58533187381374,61.17644597053051,69.1245079462765,68.9993270686622,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-03-01,-13,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-04,1,0,0,627,1,48.46671180131171,61.24873391023704,55.86611941060231,74.49360656927323,57.27473099141435,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-04-01,-12,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-05,1,0,0,628,2,46.0703211713841,67.85237550637967,66.23372000519782,64.95413436946735,65.33695347037197,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-05-01,-11,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-06,1,0,0,629,3,50.69184782451288,62.74705357462486,56.64785052795834,71.66591174568892,63.22456860132339,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-06-01,-10,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-07,1,0,0,630,4,49.06495608379701,58.32681747301055,71.03195580924248,66.75903804090126,69.78181934913201,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-07-01,-9,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-08,1,0,0,631,5,53.113273777858296,59.0750126126536,69.75887225041825,61.18188448209157,62.25359564974338,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-08-01,-8,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-09,1,0,0,632,6,52.30742056721705,60.69017993057346,66.3959362505374,69.29788764505632,65.07553780775943,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-09-01,-7,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-10,1,0,0,633,7,51.1839805656124,59.23784789578161,67.03144424188503,63.45842406676641,66.42708378440456,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-10-01,-6,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-11,1,0,0,634,8,53.33666182090916,63.70924492582397,62.12224115940569,58.888744166698224,64.63747021410232,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-11-01,-4,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2022-12,1,0,0,635,9,50.258300698251794,62.42718523129857,68.0099438835582,69.50909373492522,64.54168707786359,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2022-12-01,-3,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2023-01,1,0,0,636,10,49.65491416030557,69.16116403867868,59.352716392560616,66.21286398986781,63.02078541232904,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2023-01-01,-2,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000008,Branch_24,2023-02,1,0,0,637,11,55.02319197278889,60.26958999419842,73.84289596936563,67.36816695855994,70.83596049360543,57,32,5,1,1,40,50.25961483715341,36.08506820693937,2023-02-01,-1,True,False,True,False,False,True,False,False,False,True,False,False,False,True,0.6433749721195308
C000009,Branch_39,2022-03,1,0,0,626,0,50.93318419369994,66.85073305962956,67.85682825794166,63.5245218499222,68.20545608927307,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-03-01,-13,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-04,1,0,0,627,1,49.07267501593656,67.39811663846727,67.9640008299017,68.0341522695264,65.10971560760336,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-04-01,-12,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-05,1,0,0,628,2,50.8885364045007,61.974620384833095,54.83745901182152,66.95220046748943,60.44532571676614,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-05-01,-11,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-06,1,0,0,629,3,52.66771665174559,63.41348039281012,68.91359520535737,68.37209272204035,69.06981093848768,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-06-01,-10,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-07,1,0,0,630,4,49.96339690730117,64.38591151590094,62.68207908348642,56.41982974850576,65.70010742767708,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-07-01,-9,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-08,1,0,0,631,5,50.4700899972142,66.89595360212888,70.74044686145453,63.82438444108234,68.28252575468156,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-08-01,-8,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-09,1,0,0,632,6,51.08280485470313,66.28066398277497,71.77569887205372,74.5229732080293,66.6337800588771,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-09-01,-7,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-10,1,0,0,633,7,49.16237682845726,72.04649965558956,61.47722532962366,71.36492495568805,66.86468176104005,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-10-01,-6,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-11,1,0,0,634,8,47.84532113458021,66.0458208148792,65.79544451889629,60.1779290508921,68.45766712562606,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-11-01,-4,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2022-12,1,0,0,635,9,54.27331855613987,63.27625073957007,54.87249531577624,57.650153237757166,65.0552336167922,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2022-12-01,-3,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2023-01,1,0,0,636,10,53.1367054008584,69.63117677335647,64.48270714682454,63.23018366914929,69.20631017020425,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2023-01-01,-2,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000009,Branch_39,2023-02,1,0,0,637,11,51.5442487987115,62.095855754052025,62.27274944887643,71.12826764028738,63.01686126866076,58,54,6,0,0,41,62.106185989440085,56.1440638219832,2023-02-01,-1,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.6397732541482419
C000010,Branch_37,2022-03,1,0,0,626,0,50.217330391875805,60.97537884942531,65.88403466695675,64.83554231162742,68.2320948205275,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-03-01,-13,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-04,1,0,0,627,1,51.93036263196646,68.67971369739465,74.3832732213177,70.20794224945827,64.64526114323921,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-04-01,-12,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-05,1,0,0,628,2,49.08016440676041,68.39733531607158,58.89084881275167,69.81753471702076,67.09268449436522,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-05-01,-11,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-06,1,0,0,629,3,52.84278174220985,68.98331275576373,66.71478230466242,69.05372847972048,60.67549060282444,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-06-01,-10,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-07,1,0,0,630,4,53.34221392770242,64.34359549406936,69.46191151131171,60.76648250638341,63.71676500242352,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-07-01,-9,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-08,1,0,0,631,5,54.826672271952624,67.78983885796134,67.39650955709689,65.34428230311168,72.29533873024091,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-08-01,-8,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-09,1,0,0,632,6,52.565984229869954,65.20850396741953,70.68508972659941,63.51315277104602,64.72596575786181,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-09-01,-7,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-10,1,0,0,633,7,49.63880288677888,59.221505248278056,63.66464442890885,64.34437440768065,60.81534663967715,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-10-01,-6,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-11,1,0,0,634,8,51.39982061199359,70.10302209053071,63.52579820622734,59.37645055197872,67.97757575114298,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-11-01,-4,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2022-12,1,0,0,635,9,49.20502376651509,62.61364975758595,68.23620775023755,62.203704910912585,59.18800053235239,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2022-12-01,-3,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2023-01,1,0,0,636,10,51.5049755333548,65.39108713620406,64.54277223292483,72.56310745477522,73.75344850214411,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2023-01-01,-2,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000010,Branch_37,2023-02,1,0,0,637,11,53.16780031748105,59.87464834518549,63.26584188957327,61.19695381392594,58.95606365320223,32,111,2,0,1,83,27.907504537794846,62.7519824372934,2023-02-01,-1,True,False,False,True,False,False,False,True,False,True,False,False,True,False,0.42700916926964144
C000011,Branch_3,2022-03,1,0,0,626,0,50.0896898988255,58.14872510124625,65.8636064997688,56.92463171234812,64.84787520871832,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-03-01,-13,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-04,1,0,0,627,1,48.69689299233132,67.61910572113158,68.07239643337428,60.29682227728644,61.97937516899975,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-04-01,-12,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-05,1,0,0,628,2,50.1326325789411,72.45918341367245,66.07136391043699,65.55176294882152,66.49445321156078,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-05-01,-11,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-06,1,0,0,629,3,49.25572558251998,64.35455963853032,65.59139546638225,67.1283171000329,64.2763672759273,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-06-01,-10,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-07,1,0,0,630,4,51.50436732968725,61.298561091172495,65.13190162806494,65.9695897208345,66.6123319437836,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-07-01,-9,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-08,1,0,0,631,5,51.89592422837556,68.70353756163118,69.81948774409956,61.39231067722145,62.83030312692501,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-08-01,-8,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-09,1,0,0,632,6,50.59230705728701,67.95671784088279,64.75752624601564,70.31061623093738,68.87911408954827,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-09-01,-7,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-10,1,0,0,633,7,50.36965838323083,71.1641159567731,68.54988372101857,69.08358700567736,68.8381367683654,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-10-01,-6,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-11,1,0,0,634,8,49.833375170895614,57.65284150369884,61.68903452508047,66.5201003958852,71.16355985061651,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-11-01,-4,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2022-12,1,0,0,635,9,53.13653570223496,61.90670771290839,67.2297861778879,71.94571420008208,69.03840890407386,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2022-12-01,-3,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2023-01,1,0,0,636,10,52.53317499548691,67.49277069418503,70.66008541939827,66.74356243773047,65.73220063486478,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2023-01-01,-2,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000011,Branch_3,2023-02,1,0,0,637,11,49.90538862858299,64.98537285442795,65.79030720301621,63.312579622020976,59.529543052230494,34,90,1,0,1,46,48.40222284297362,42.86837244752337,2023-02-01,-1,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.5477885368767095
C000012,Branch_40,2022-03,1,0,0,626,0,48.69952413181724,57.42070186124805,64.51813344709366,66.58420590636007,64.65201160991116,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-03-01,-13,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-04,1,0,0,627,1,48.15284759942468,65.30954409235468,69.05485276119381,69.8939944241546,61.52331123204594,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-04-01,-12,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-05,1,0,0,628,2,51.54087103941312,65.63809914719009,60.154928340904576,66.14453840566384,67.12878772956454,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-05-01,-11,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-06,1,0,0,629,3,52.61293793808567,64.4854661744013,61.89853344052283,68.19788432223089,68.1717503465587,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-06-01,-10,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-07,1,0,0,630,4,50.81916575110123,59.46586073926024,65.48512666575952,60.54737288376622,64.46073407835003,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-07-01,-9,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-08,1,0,0,631,5,55.18373000299205,65.56879818751987,65.25380467367421,66.51195205212159,72.45227105474123,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-08-01,-8,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-09,1,0,0,632,6,54.29709027121454,59.94511502321883,69.82597384471183,54.28373108401436,59.91083891755938,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-09-01,-7,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-10,1,0,0,633,7,50.34577557001809,66.18865156767886,65.27674228654061,73.32213269111077,62.85330843937994,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-10-01,-6,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-11,1,0,0,634,8,52.39227640738815,69.82763217453486,70.5722179825278,66.52587243991863,66.92008797506858,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-11-01,-4,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2022-12,1,0,0,635,9,50.84529676551518,72.39989429460755,68.23245922959075,69.95623932475478,66.94979917017085,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2022-12-01,-3,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2023-01,1,0,0,636,10,52.5476293881181,57.76418071695099,66.52229785812453,69.41276957006673,66.38269097982403,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2023-01-01,-2,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000012,Branch_40,2023-02,1,0,0,637,11,53.94933048429697,72.26983900609885,64.18953639602361,59.540195286634805,68.63304804555662,43,85,9,0,1,11,55.71328393043357,33.070498114199054,2023-02-01,-1,True,False,False,False,True,False,False,True,False,True,False,False,True,False,0.5161802013846429
C000016,Branch_25,2022-03,1,0,0,626,0,49.500099542563326,63.901395815123664,63.47883572657867,68.25070001672265,65.4088624364342,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-03-01,-13,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-04,1,0,0,627,1,51.41519378873521,60.153513165958486,62.35250992522435,64.70845298216445,72.50431911422251,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-04-01,-12,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-05,1,0,0,628,2,48.880277349488445,65.95697786067697,62.47119276788219,55.35260910449769,66.91784478050413,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-05-01,-11,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-06,1,0,0,629,3,52.92773549656206,66.58009600768611,62.42794453023823,65.93735378557645,65.03813695949286,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-06-01,-10,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-07,1,0,0,630,4,49.818547142564434,65.31169155193538,59.28139286766769,67.40553981111388,66.04329444901822,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-07-01,-9,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-08,1,0,0,631,5,50.36907589820518,67.41659437764272,67.48145001402804,66.6746822501047,63.533075514836256,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-08-01,-8,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-09,1,0,0,632,6,50.68041171934705,61.61624610429365,61.69143023108079,59.854739010119296,64.88032121438006,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-09-01,-7,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-10,1,0,0,633,7,50.91618882624239,65.87861767834214,71.83985549358829,60.936646370625205,66.71174145051009,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-10-01,-6,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-11,1,0,0,634,8,51.95589131188224,67.3796413598222,57.10929625106469,69.1187186142646,62.80907911975349,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-11-01,-4,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2022-12,1,0,0,635,9,49.819494409551695,74.4878097070118,68.32571328666869,72.77480558582967,68.20908937490518,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2022-12-01,-3,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2023-01,1,0,0,636,10,54.03633756288095,70.21334833134341,67.46690282342945,71.83324449480466,66.65051185073723,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2023-01-01,-2,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
C000016,Branch_25,2023-02,1,0,0,637,11,50.879705271552616,66.60355339699662,70.12270474747413,70.1715540366688,72.14512849015762,18,11,2,0,1,84,57.1603323581644,37.72384917913309,2023-02-01,-1,False,True,False,False,True,False,True,False,False,True,False,False,False,True,0.37816699976450785
