branch_id,month,is_treatment,is_post,treatment_post,ln_branch_size,ln_city_gdp,staff_count,digital_maturity,month_date,month_index,marketing_conversion_rate,cac_reduction_rate,retention_rate,aum_growth_rate,cross_sell_rate,marketing_conversion_rate_std,cac_reduction_rate_std,retention_rate_std,aum_growth_rate_std,cross_sell_rate_std,CEMI,service_resolution_rate,auto_approval_rate,wealth_adoption_rate,pre_treatment_cemi_mean
Branch_1,2023-10,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2023-10-01,19,4.674050052281937,11.853749961366592,70.33058597429982,2.019507269468268,11.229587418660117,3.0467356194576074,2.3111914123216253,1.009045017373531,2.254320008321848,0.9828100696397201,69.20820425422866,100.0,100.0,65.03179098393355,51.378237829251866
Branch_1,2023-11,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2023-11-01,20,6.288922385680085,17.39573153207563,68.55218709997749,2.8524482037060377,13.229104048070132,5.360380459348278,3.407465959050121,0.8050710487359017,4.411908470200348,1.8327546501546357,81.63516117497858,100.0,100.0,64.07650171650113,51.378237829251866
Branch_1,2023-12,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2023-12-01,21,5.827968943636982,14.551956933124405,82.39540754831306,2.3867350393922924,13.549072417964732,4.699967539666456,2.844931120258803,2.392823185977078,3.2055596061145906,1.9687652128716615,80.22409332977718,100.0,100.0,77.90201482265664,51.378237829251866
Branch_1,2024-01,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-01-01,22,5.014645512155171,13.402308329289776,77.89792644359818,2.7192675986915367,14.00560989083019,3.5347103725872793,2.6175159825529932,1.8769833015467587,4.066927301771832,2.1628278903991123,78.51792969771594,100.0,100.0,74.33281012299373,51.378237829251866
Branch_1,2024-02,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-02-01,23,6.021551416163472,18.33827531631537,70.8258209824061,3.079518597810556,15.148296318789,4.977315215635195,3.593913125403109,1.0658461385788165,5.000094789560971,2.6485553519197054,84.5714492421956,100.0,100.0,68.38857908484262,51.378237829251866
Branch_1,2024-03,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-03-01,24,6.557119991822531,8.026983027702967,64.250339533286,3.3878919431429364,13.787231453731952,5.744630034184182,1.5542081686727378,0.3116694090241392,5.798882247940451,2.0700006708686947,80.9587810613804,100.0,100.0,62.70064747335691,51.378237829251866
Branch_1,2024-04,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-04-01,25,6.809903018947215,19.05272064860331,49.299927718755185,2.8250286883521873,10.237116615668082,6.106794977024139,3.7352395125127007,-1.403072359320025,4.340882989849925,0.5609355186032199,76.68156127733992,100.0,100.0,49.40554157015956,51.378237829251866
Branch_1,2024-05,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-05-01,26,6.34897194000469,12.576004394889411,81.63787714381367,3.611313048596509,12.774955957813248,5.446414097195365,2.454062539125386,2.3059380191000534,6.377615720449996,1.639707639498399,86.4474760307384,100.0,100.0,81.13429233967942,51.378237829251866
Branch_1,2024-06,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-06-01,27,7.7368892740853,21.292687039011156,76.43630749285515,3.354749349447461,15.041618140183555,7.434898085544623,4.178333396532466,1.7093424970435351,5.713032129625014,2.603209122520426,93.27763046253213,100.0,100.0,76.79754881512424,51.378237829251866
Branch_1,2024-07,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-07-01,28,6.5109028674345675,13.543928170051892,71.79664297935064,2.9114344181226657,16.524899178431554,5.678414266446192,2.645530190965344,1.1771948457876775,4.564701988208527,3.2337148464020085,84.59911227561949,100.0,100.0,72.8449760932983,51.378237829251866
Branch_1,2024-08,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-08-01,29,7.590172560881061,26.911782954365183,74.50481924841239,3.493477954470615,18.035179038446334,7.224695483512047,5.2898621428903425,1.4878098992195274,6.0723844260809035,3.875697095111361,97.90089809362837,100.0,100.0,76.62746765163521,51.378237829251866
Branch_1,2024-09,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-09-01,30,7.11158190514183,18.521909280608796,67.61730748356113,3.458417003163798,17.11974860768163,6.539013539391477,3.6302382626128264,0.6978447631639815,5.981565136389855,3.486570482197682,90.67046436751164,100.0,100.0,70.31281055247601,51.378237829251866
Branch_1,2024-10,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-10-01,31,6.771831054510133,18.388430577908572,80.68955271374156,3.7078603513858726,14.622112370440401,6.052248866943103,3.603834475008409,2.1971696767721633,6.627704697904858,2.4248876971101563,91.81169082747738,100.0,100.0,83.36534851195952,51.378237829251866
Branch_1,2024-11,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-11-01,32,8.463704877675896,28.930715638882237,89.74675388038838,3.160416565262614,11.498673242282333,8.476214563647174,5.689232744426123,3.235987960670532,5.209646888622726,1.0971917327462573,97.41654778022563,100.0,100.0,93.05214386881242,51.378237829251866
Branch_1,2024-12,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2024-12-01,33,7.989840217746208,18.63758216549956,97.39776048525933,3.2928049291437254,13.624638739015703,7.79730360419948,3.6531198326495478,4.113522356244706,5.552575894336976,2.000886568654371,96.23481651217017,100.0,100.0,100.0,51.378237829251866
Branch_1,2025-01,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2025-01-01,34,8.347986834710985,15.70236125476428,68.18132682359929,3.679130587386039,15.244495790262192,8.310424087551374,3.0724957485725892,0.762535123036031,6.553285246572144,2.6894473446265446,92.77637510071736,100.0,100.0,74.01312221054502,51.378237829251866
Branch_1,2025-02,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2025-02-01,35,8.670639483508506,24.98283485271625,59.643405082498276,4.107625027299993,18.833691342195607,8.772691983612598,4.9082916380415815,-0.21672425830691022,7.663225485472117,4.215124732303072,100.0,100.0,100.0,66.2496913229642,51.378237829251866
Branch_1,2025-03,1,1,1,12.05428862497656,13.32835956486116,81,33.32179822929619,2025-03-01,36,8.564446828530015,18.29274054169151,90.24297445936526,3.422789708188655,14.614983239985865,8.620548632621952,3.5849057669746744,3.2929021222093176,5.889278832035449,2.421857281806531,97.61898527129586,100.0,100.0,96.5381711515104,51.378237829251866
Branch_2,2022-03,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-03-01,0,0.5237116024434446,2.790605413194536,59.46608231464655,0.7348861307574002,9.572611501686135,-2.899498605796902,0.5183859771691253,-0.23706234399216364,-1.0732673785367142,0.2784709909038166,43.17405727949432,50.03284825456986,68.79002722425288,43.2381145211768,47.88470233785452
Branch_2,2022-04,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-04-01,1,2.390002433234109,-9.51248314453632,51.80874865573846,1.0204276013616176,10.666746930711446,-0.22564379938756718,-1.9153216524759407,-1.115322422842668,-0.33362191624801213,0.7435606353564466,44.307301688804515,67.90926006536613,48.71856285375977,36.27391028284954,47.88470233785452
Branch_2,2022-05,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-05-01,2,2.3251027195527887,-6.365839536287915,59.36328940752817,0.865340056431823,9.4739781973015,-0.3186263123477096,-1.2928754657941435,-0.24885220593791205,-0.7353491981804303,0.2365444366121756,45.28168250870396,67.10273579089854,53.70813965415681,43.27164833493078,47.88470233785452
Branch_2,2022-06,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-06-01,3,2.321227558519564,3.6217184686052635,58.3744270682791,0.6531268909292741,5.333695201458721,-0.32417829694911743,0.682790725989674,-0.3622700553783436,-1.2850504537274532,-1.5233864598630196,44.37581092014348,66.34050040160731,70.38089475362983,42.27524835215442,47.88470233785452
Branch_2,2022-07,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-07-01,4,3.4982469160399057,-3.8608595372511525,73.25336724707728,0.7104758195023475,9.476955098913885,1.3621499078619588,-0.7973585143264336,1.3442742532193603,-1.1364980396194966,0.23780984313841158,52.0207549005476,77.48774050550143,58.03583815518983,56.562177927605234,47.88470233785452
Branch_2,2022-08,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-08-01,5,1.948931484923851,-10.845982886936408,63.592292429205195,1.3815272223018837,6.432140567970788,-0.857570857941064,-2.1791048872287746,0.23619450780378906,0.6017437786105105,-1.0564647686270092,43.489595545234906,62.02928766861634,46.44748928498003,47.22874112496766,47.88470233785452
Branch_2,2022-09,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-09-01,6,3.2637940600676294,-0.5791351904167241,65.73868482217091,1.7450604932436187,8.81306924275946,1.0262467970095737,-0.1481916369357719,0.48237559854118817,1.543413420060666,-0.04439145352469932,55.71890545030191,74.28357500402898,63.179109574175435,49.51991235645537,47.88470233785452
Branch_2,2022-10,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-10-01,7,2.3150965776810075,-5.4516075639377295,62.919501283099905,1.0574203331579783,7.335734217615667,-0.33296221867916864,-1.1120287364599877,0.15902853445731593,-0.23779868555250874,-0.6723696757395005,45.6077384360523,64.6368480979978,55.446899758655114,46.68144246982048,47.88470233785452
Branch_2,2022-11,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-11-01,8,2.83575943388093,-7.634771571942703,53.28322153397853,1.7943225627277528,12.65535848003741,0.412997016398449,-1.5438863857093361,-0.9462073334408163,1.671018233749513,1.5888697386859314,52.36558253936748,69.22707021041657,51.92767827442702,37.421854266823544,47.88470233785452
Branch_2,2022-12,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2022-12-01,9,2.2356264840240097,-4.961923140917872,73.16821138922516,1.1228485351458464,7.604298249938454,-0.4468198706510966,-1.0151629201383685,1.3345072776945606,-0.0683183203935277,-0.5582098130824252,48.491992706858284,63.16779075388482,55.98110636556387,56.71013187822842,47.88470233785452
Branch_2,2023-01,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-01-01,10,2.423078246438241,-2.929221401384655,63.966341889728284,1.3081029641029476,9.35088375638507,-0.17825572853995003,-0.6130686241344391,0.2790962178932828,0.41155102207731975,0.18422006410655448,50.16708590280554,64.73751242691746,59.455712089431046,47.76041823105481,47.88470233785452
Branch_2,2023-02,1,0,0,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-02-01,11,3.0755580629977954,-1.9885496523154285,57.67139671721647,1.3122201585593634,7.73907686533834,0.7565590735312364,-0.4269917701835821,-0.4429043230049431,0.42221589744762666,-0.500918789820349,49.615920175939976,70.43563195210498,61.2249708738288,41.823319610610355,47.88470233785452
Branch_2,2023-03,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-03-01,12,4.387158320313462,8.058049550073584,67.0382959916376,2.2983975109027273,13.27267119248512,2.635702770885975,1.5603535225133716,0.6314348741341976,2.9767366195310765,1.8512739551403392,69.31100348440992,98.51715610461265,91.63294831569503,57.07657737664849,47.88470233785452
Branch_2,2023-04,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-04-01,13,3.549795307971135,3.6557594326489293,70.28283542455222,1.9160799348701436,11.404779671975026,1.436003839550406,0.6895244622807524,1.0035682543833617,1.986409506389355,1.0572799210343242,62.3455719672764,91.86164789847285,86.06315097186429,60.834199381415004,47.88470233785452
Branch_2,2023-05,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-05-01,14,4.443940429585748,5.489903429575098,75.12548665084873,1.8491407071349686,11.154434962541893,2.7170551053082783,1.0523415076300704,1.5589975248455221,1.8130150921255903,0.950864637503496,66.18454773482591,100.0,90.9674509883791,66.10404772521069,47.88470233785452
Branch_2,2023-06,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-06-01,15,4.825383561810812,12.991697536440494,68.0479166445415,2.627172934383463,9.914998651251354,3.263552754894716,2.5362919374944886,0.747233604309281,3.828372109027574,0.4240112169417338,71.59892324533558,100.0,100.0,59.76297503531666,47.88470233785452
Branch_2,2023-07,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-07-01,16,6.412550577745599,11.390528882285283,71.96284773839967,2.518512733939888,18.133303962095297,5.537503890545777,2.219560382512918,1.1962577482665218,3.546906779247613,3.9174075494492606,82.83527270004419,100.0,100.0,64.61018986370306,47.88470233785452
Branch_2,2023-08,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-08-01,17,5.425074059402302,11.506470480757343,60.12128646284376,2.278324570658312,15.776952607107502,4.122735735857917,2.2424951075188106,-0.16191351641176555,2.9247411628460727,2.9157814391668975,74.08767985795586,100.0,100.0,53.982113648888145,47.88470233785452
Branch_2,2023-09,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-09-01,18,4.075004178009225,3.8995744269830053,73.21598214473953,2.3847762548468494,12.122499590105729,2.188476197208194,0.7377541737998043,1.3399863581909401,3.200485715805164,1.362364732918482,67.65813435584516,100.0,94.91668347126044,67.02646454841029,47.88470233785452
Branch_2,2023-10,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-10-01,19,5.804588094832689,18.160663676479494,61.98748467291583,2.647356959231699,12.534898568024477,4.66646954786268,3.5587792806815957,0.05213062220583839,3.880655311037179,1.5376652386188796,77.39140000081235,100.0,100.0,57.30316749190386,47.88470233785452
Branch_2,2023-11,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-11-01,20,5.646455638616567,13.04721786559548,72.71253814745727,2.6986412970540217,9.32169721921721,4.4399114888898135,2.547274565802076,1.2822437046191508,4.013498458747023,0.17181359610076494,74.90948362831766,100.0,100.0,68.08627679858098,47.88470233785452
Branch_2,2023-12,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2023-12-01,21,5.823894298572962,17.262249372458097,89.10136052607398,2.6874980156395716,12.547762339030752,4.694129752163516,3.381061487623427,3.161964384906617,3.984633728465416,1.5431333063963377,83.52984531911062,100.0,100.0,84.38615343978228,47.88470233785452
Branch_2,2024-01,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-01-01,22,6.952611282448588,10.903509075183177,85.65660153027466,2.9414408914757892,13.204595910328045,6.311254630354707,2.123221661160881,2.766866764502923,4.642428532825535,1.8223368529000332,85.33221688348816,100.0,100.0,82.02497711881543,47.88470233785452
Branch_2,2024-02,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-02-01,23,6.760065241094501,20.954916228040993,57.694139796360204,2.478913961827151,12.854105885628302,6.035391860396392,4.111518027702746,-0.4402957990236425,3.4443330548656057,1.6733522970146517,79.64859888191151,100.0,100.0,56.112441998689995,47.88470233785452
Branch_2,2024-03,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-03-01,24,7.32382644325981,15.036482634899416,83.76381549955168,3.2168004645801633,15.014333479006273,6.843098556055498,2.940776475808,2.549773128174826,5.355699562471188,2.591611094498194,90.56191763401542,100.0,100.0,81.2069432690316,47.88470233785452
Branch_2,2024-04,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-04-01,25,7.174131859466887,20.241838280776847,65.79281712179984,3.771076362946377,12.885633851005455,6.628629527025024,3.970462126768187,0.4885843181632145,6.791454768939291,1.6867540476742,89.13176957713983,100.0,100.0,65.1728021093328,47.88470233785452
Branch_2,2024-05,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-05-01,26,6.046983731336323,18.34674633232036,61.85878288263555,3.5209201895304507,17.999930572453046,5.013752365216129,3.5955888002700704,0.037369133479502874,6.143468757873818,3.860713852560736,87.30178581880051,100.0,100.0,62.36870321614424,47.88470233785452
Branch_2,2024-06,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-06-01,27,6.984512659773215,24.071742516649312,79.87199531581189,3.5101294288715135,13.512631940718958,6.356960074374058,4.728065968755966,2.1033996966779545,6.115517171229898,1.9532752761085141,92.51443637429279,100.0,100.0,79.92502657610883,47.88470233785452
Branch_2,2024-07,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-07-01,28,6.03933500649013,14.700308587789051,73.01205156324332,3.6267489359974134,18.482987469125053,5.002793955435895,2.8742769672088317,1.316596481693064,6.4175996991285365,4.0660492748162,89.35463275656505,100.0,100.0,74.37786767760645,47.88470233785452
Branch_2,2024-08,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-08-01,29,6.57953887053619,25.907272859573812,87.90281646739919,3.263370872651245,18.17179720149495,5.776749801164674,5.091157251002599,3.024497030555021,5.4763320959305855,3.9337700641355484,96.60501248557685,100.0,100.0,89.14250514227763,47.88470233785452
Branch_2,2024-09,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-09-01,30,6.924898444387566,20.508715400363062,78.26063038805283,3.4904841481044095,15.16794164957526,6.271550151274501,4.023253820420311,1.9185837344187873,6.064629491958551,2.656906091387739,91.86984657891978,100.0,100.0,80.83809209917519,47.88470233785452
Branch_2,2024-10,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-10-01,31,7.059178389230237,27.241288858915873,74.09434295043208,3.904649536929261,17.594527433353633,6.463934462443111,5.355042607954476,1.4407302025667559,7.137452818927902,3.688387103218846,98.17109439022218,100.0,100.0,77.31727813503241,47.88470233785452
Branch_2,2024-11,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-11-01,32,8.283301550008392,23.907883140922813,78.77733660796655,3.242398288111125,18.63209811284576,8.217748789279288,4.695652497047361,1.9778475024166777,5.422006267339939,4.129432485369892,98.88537508290632,100.0,100.0,82.52557681209791,47.88470233785452
Branch_2,2024-12,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2024-12-01,33,8.22072194702266,28.28785860349243,79.55435175014199,3.623342660960799,10.278763770764783,8.128090323692927,5.562067434312503,2.06696747686642,6.408776336732848,0.5786386840821435,95.48908051137369,100.0,100.0,84.19764684452909,47.88470233785452
Branch_2,2025-01,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2025-01-01,34,7.027686105904402,30.0,78.55348633981657,4.049086681143204,13.091308204452458,6.418815131765205,5.9007508112677405,1.9521729317484149,7.511592092210065,1.7741810785335383,97.11502409104993,100.0,100.0,83.77178576094465,47.88470233785452
Branch_2,2025-02,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2025-02-01,35,8.546645556998309,19.06621271572897,79.25682052978662,3.8430926570252453,18.179366693345457,8.595044560769933,3.7379084152479223,2.032842048265591,6.978000439568393,3.9369876660704164,100.0,100.0,100.0,85.17468241264477,47.88470233785452
Branch_2,2025-03,1,1,1,11.934621170295955,13.698509626181522,33,65.1577292720979,2025-03-01,36,7.521702539469443,30.0,65.89806090735591,5.107576894917012,17.74320634862051,7.126597752533622,5.9007508112677405,0.5006552843138758,10.25342669100978,3.7515867967893897,100.0,100.0,100.0,73.40090596734309,47.88470233785452
Branch_3,2022-03,1,0,0,11.395197549990494,13.596614195198734,97,42.95788421097572,2022-03-01,0,2.686148023058151,-3.960946302359804,43.38687622683982,1.1865402137735357,7.642545171966897,0.1986471501706379,-0.817156951339094,-2.0812714950590334,0.09666388335724654,-0.5419520017587738,43.709861170741966,71.11076230843376,57.85423435264453,27.80907659922458,49.793442689535254
Branch_3,2022-04,1,0,0,11.395197549990494,13.596614195198734,97,42.95788421097572,2022-04-01,1,2.5495963699069013,0.42528088736308034,69.01090532640225,0.4564121767891122,11.729772594235033,0.003008138245082354,0.05049465718952455,0.8576838671993231,-1.7946056695470947,1.1954262954718813,50.624014577117435,69.37181920831831,65.1108691607658,52.24113226426374,49.793442689535254
Branch_3,2022-05,1,0,0,11.395197549990494,13.596614195198734,97,42.95788421097572,2022-05-01,2,1.9402404536963265,8.633896098179042,62.185215541792985,1.065363737985311,6.2506640370098685,-0.8700225912063049,1.6742633046833462,0.07480942088783145,-0.2172226784204227,-1.133605909496837,49.05644309289523,63.06217790452185,78.43192005965055,46.24912340035202,49.793442689535254
Branch_3,2022-06,1,0,0,11.395197549990494,13.596614195198734,97,42.95788421097572,2022-06-01,3,2.605146132047231,-13.197062329158676,52.968780819781976,0.7430230629414599,6.307672778087287,0.08259487576920614,-2.6441783482210215,-0.9822722012845732,-1.0521900724832172,-1.1093729174786473,38.58916267260349,69.24428564702468,42.59516342688775,37.13538193297747,49.793442689535254
